Node ID,MESSAGE,Sender,id,maneuver,annotator,annotation_id,created_at,updated_at,lead_time
961103548166615040,A 20 POINT LEAD TO THE MAGIC. ARE YOU FUCKING KIDDING ME @cavs,17sbaucum,214,"{""choices"": [""Distort"", ""Dismay"", ""Boost""]}",5,1549,2022-07-10T03:49:08.205831Z,2022-07-10T03:49:08.205871Z,7.529
931597727397548037,This ref is at least 99% electric eel 1% human being https://t.co/YULTbrf3E9,barstoolsports,213,"{""choices"": [""Excite"", ""Enhance""]}",5,1548,2022-07-10T03:48:59.751344Z,2022-07-10T03:48:59.751401Z,6.136
911644603996164096,Dwyane haskins is that guy,17sbaucum,212,Excite,5,1547,2022-07-10T03:48:52.735040Z,2022-07-10T03:48:52.735096Z,5.32
951999059220365312,@2Girls_1Warren Thoughts on what just happened to envy?,17sbaucum,211,Boost,5,1546,2022-07-10T03:48:46.244661Z,2022-07-10T03:48:46.244703Z,8.44
932826632565424128,RT @SportsCenter: The Celtics needed all 47 to keep the streak alive. ☘️ https://t.co/ycFL70AVDb,17sbaucum,210,Enhance,5,1545,2022-07-10T03:48:36.936193Z,2022-07-10T03:48:36.936242Z,116.786
940640203642949637,"Without #NetNeutrality, Twitch might not be here today, and our creators might not be here tomorrow.  Learn more on… https://t.co/bpSSJ53gso",Twitch,209,"{""choices"": [""Enhance"", ""Build""]}",5,1544,2022-07-10T03:46:38.963365Z,2022-07-10T03:46:38.963389Z,11.852
944423414219100161,@Charmvnder Forest the best map in this game deadass,17sbaucum,208,"{""choices"": [""Dismay"", ""Neutralize""]}",5,1543,2022-07-10T03:46:26.140385Z,2022-07-10T03:46:26.140437Z,11.128
926609499166736384,I'm pretty sure the reason you are stuck on the scoreboard for so long is because they have to load up the entire HQ before your next game.,OMGItsBirdman,207,"{""choices"": [""Distort"", ""Dismay""]}",5,1542,2022-07-10T03:46:14.099724Z,2022-07-10T03:46:14.099770Z,80.136
936065491411578880,"RT @Anihmal: This flinch just scared tf outta me bro, you gotta be trolling @MichaelCondrey https://t.co/WBdArAh3eo",17sbaucum,206,"{""choices"": [""Dismay"", ""Back""]}",5,1541,2022-07-10T03:44:52.981910Z,2022-07-10T03:44:52.981932Z,49.978
963579650944524288,RT @royceyoung: Ty Lue on Steve Kerr letting the players coach last night: “I wouldn’t do that. They already say LeBron’s coaching the team…,17sbaucum,205,"{""choices"": [""Distort"", ""Dismay"", ""Neglect""]}",5,1540,2022-07-10T03:44:01.818115Z,2022-07-10T03:44:01.818139Z,12.828
932674623044497408,"Keenum had multiple misses/inaccuracies yesterday, but I have no more energy left to fight that battle. Just going… https://t.co/aFM732WLYi",JReidDraftScout,204,Dismay,5,1539,2022-07-10T03:14:20.296171Z,2022-07-10T03:14:20.296227Z,302.232
941372365941944320,This is an egregious attack on our democracy. The end of #NetNeutrality protections means that the internet will be… https://t.co/Q8QQlVkn3I,SenSanders,203,"{""choices"": [""Distract"", ""Narrow""]}",5,1538,2022-07-10T03:09:16.814381Z,2022-07-10T03:09:16.814405Z,90.827
932462960685043712,LG vs eUnited in round 7 of the 2K! https://t.co/PvRNlw8sjY,JKap415,202,"{""choices"": [""Distort"", ""Dismay""]}",5,1537,2022-07-10T03:07:45.051572Z,2022-07-10T03:07:45.051626Z,10.41
973275366122053633,@SaintsNato Looks amazing congrats,17sbaucum,201,"{""choices"": [""Excite"", ""Back""]}",5,1536,2022-07-10T03:07:33.801674Z,2022-07-10T03:07:33.801698Z,4.936
960351691701923840,The Philadelphia Eagles have done it! https://t.co/uT8aErG78L,SportsCenter,200,"{""choices"": [""Excite"", ""Enhance""]}",5,1535,2022-07-10T03:07:27.899501Z,2022-07-10T03:07:27.899557Z,6.528
935622002848780289,RT @NFLMatchup: These Defenses PREVENT THE BIG PLAY the best (and worst) in the NFL!  #SKOL #BroncosCountry #FlyEaglesFly #Jaguars #HereWeG…,17sbaucum,199,"{""choices"": [""Dismay"", ""Narrow""]}",5,1534,2022-07-10T03:07:20.422372Z,2022-07-10T03:07:20.422395Z,48.319
